Battery_Weight,Battery_Capacity,Motor_Weight,Propeller_Weight,MV_omega_rad,MV_omega_RPM,MV_Voltage,MV_Thrust,MV_Torque,MV_Power,MV_Current,MV_Efficiency,MP_omega_rad,MP_omega_RPM,MP_Voltage,MP_Thrust,MP_Torque,MP_Power,MP_Current,MP_Efficiency,MC_omega_rad,MC_omega_RPM,MC_Voltage,MC_Thrust,MC_Torque,MC_Power,MC_Current,MC_Efficiency,MaxPower,MaxCur,PeakCur,ContCur,Aircraft_Weight,Aircraft_Thrust,Aircraft_Thrust2Weight,Aircraft_FlightTime,Battery,Motor,Propeller
0.109,2000.0,0.06,0.03402,570.95,5452.17,6.6,13.25,0.33,341.76,51.78,57.69,568.71,5430.81,6.56,16.04,0.33,336.84,51.34,57.79,441.91,4219.89,4.66,11.12,0.2,147.29,31.58,62.25,320.0,30.0,80.0,40.0,0.83231235,53.0,63.678017,7.7249904,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_14x7E
0.109,2000.0,0.06,0.02495,512.21,4891.22,6.6,13.86,0.38,392.37,59.45,51.9,489.67,4676.0,6.19,14.5,0.35,336.84,54.46,52.85,368.92,3522.89,4.17,9.29,0.2,131.57,31.58,58.18,320.0,30.0,80.0,40.0,0.79603237,55.44,69.64541,6.728343,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_14x4_7SF
0.109,2000.0,0.06,0.02214,556.39,5313.17,6.6,12.82,0.34,354.3,53.68,56.26,548.26,5235.52,6.46,16.36,0.33,336.84,52.12,56.58,426.02,4068.18,4.56,11.37,0.2,143.87,31.58,61.44,320.0,30.0,80.0,40.0,0.78479236,51.28,65.342125,7.451565,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_13x4_7SF
0.109,2000.0,0.06,0.01193,754.75,7207.3,6.6,8.45,0.17,183.4,27.79,74.75,908.68,8677.23,8.31,13.2,0.26,336.84,40.51,72.41,804.16,7679.21,7.14,10.43,0.2,225.32,31.58,74.06,320.0,30.0,80.0,40.0,0.74395233,33.8,45.433018,14.393667,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_10x3_8SF
0.109,2000.0,0.06,0.01787,611.73,5841.58,6.6,11.64,0.29,306.62,46.46,61.64,628.84,6004.99,6.86,16.76,0.31,336.84,49.13,61.09,504.6,4818.57,5.09,8.53,0.2,160.79,31.58,65.12,320.0,30.0,80.0,40.0,0.76771235,46.56,60.647717,8.609556,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_12x4_7SF
0.109,2000.0,0.06,0.02699,681.67,6509.46,6.6,11.0,0.23,246.36,37.33,68.26,747.78,7140.76,7.46,16.59,0.29,336.84,45.15,66.62,622.04,5940.09,5.89,9.36,0.2,186.09,31.58,69.36,320.0,30.0,80.0,40.0,0.80419236,44.0,54.71328,10.715242,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_12x6E
0.109,2000.0,0.06,0.00708,856.15,8175.61,6.6,4.96,0.09,96.03,14.55,81.44,1257.79,12010.96,10.29,12.55,0.2,336.84,32.74,80.43,1238.39,11825.79,10.1,10.71,0.2,318.85,31.58,80.59,320.0,30.0,80.0,40.0,0.72455233,19.84,27.382423,27.49141,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_8x3_8SF
0.109,2000.0,0.06,0.00907,809.06,7725.98,6.6,6.69,0.13,136.6,20.7,78.94,1066.86,10187.75,9.19,13.59,0.23,336.84,36.65,76.67,994.69,9498.56,8.43,11.22,0.2,266.36,31.58,77.49,320.0,30.0,80.0,40.0,0.73251235,26.76,36.531807,19.323671,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_9x3_8SF
0.109,2000.0,0.06,0.02998,697.29,6658.59,6.6,11.58,0.22,232.91,35.29,69.7,778.64,7435.43,7.62,16.69,0.28,336.84,44.2,67.87,659.41,6296.94,6.15,12.76,0.2,194.14,31.58,70.48,320.0,30.0,80.0,40.0,0.81615233,46.32,56.75411,11.334656,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_13x4E
0.109,2000.0,0.06,0.02214,681.18,6504.82,6.6,11.25,0.23,246.78,37.39,68.22,743.26,7097.64,7.44,16.95,0.29,336.84,45.3,66.43,630.25,6018.44,5.95,12.97,0.2,187.86,31.58,69.61,320.0,30.0,80.0,40.0,0.78479236,45.0,57.340008,10.698048,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_12x4_5MR
0.109,2000.0,0.06,0.05502,578.08,5520.29,6.6,15.12,0.32,335.61,50.85,58.38,578.72,5526.34,6.61,17.87,0.32,336.84,50.96,58.36,449.33,4290.76,4.71,12.38,0.2,148.89,31.58,62.62,320.0,30.0,80.0,40.0,0.91631234,60.48,66.00369,7.8662734,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_16x4E
0.109,2000.0,0.06,0.01787,646.57,6174.28,6.6,11.49,0.26,276.61,41.91,64.98,686.74,6557.92,7.15,14.79,0.3,336.84,47.13,63.93,557.78,5326.45,5.45,10.86,0.2,172.25,31.58,67.19,320.0,30.0,80.0,40.0,0.76771235,45.96,59.866173,9.544262,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_12x3_8SF
0.109,2000.0,0.06,0.02399,611.2,5836.51,6.6,12.47,0.29,307.08,46.53,61.59,626.71,5984.67,6.85,13.2,0.31,336.84,49.2,60.97,510.18,4871.88,5.13,9.16,0.2,162.0,31.58,65.35,320.0,30.0,80.0,40.0,0.79219234,49.88,62.964504,8.596604,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_13x5_5MR
0.109,2000.0,0.06,0.01701,736.49,7032.96,6.6,9.68,0.19,199.13,30.17,73.19,848.91,8106.48,7.99,15.86,0.27,336.84,42.15,70.46,751.08,7172.26,6.77,12.54,0.2,213.89,31.58,72.87,320.0,30.0,80.0,40.0,0.76427233,38.72,50.662567,13.2582035,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_11x4_5MR
0.109,2000.0,0.06,0.01107,830.35,7929.22,6.6,6.16,0.11,118.27,17.92,80.27,1140.41,10890.14,9.61,11.86,0.22,336.84,35.05,78.27,1100.14,10505.58,9.15,11.85,0.2,289.07,31.58,78.97,320.0,30.0,80.0,40.0,0.7405124,24.64,33.274258,22.321428,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_9x4_5MR
0.109,2000.0,0.06,0.03007,559.51,5342.88,6.6,13.63,0.34,351.62,53.28,56.57,553.42,5284.82,6.49,17.17,0.33,336.84,51.92,56.89,435.41,4157.82,4.62,11.91,0.2,145.89,31.58,61.93,320.0,30.0,80.0,40.0,0.81651235,54.52,66.7718,7.5075073,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_14x5_5MR
0.109,2000.0,0.06,0.02409,642.84,6138.66,6.6,12.49,0.27,279.82,42.4,64.62,677.65,6471.12,7.1,16.29,0.3,336.84,47.44,63.51,555.19,5301.67,5.44,11.95,0.2,171.69,31.58,67.1,320.0,30.0,80.0,40.0,0.79259235,49.96,63.033665,9.433962,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_13x4_5MR
0.109,2000.0,0.06,0.04395,472.88,4515.7,6.6,15.46,0.41,426.25,64.58,48.0,443.73,4237.29,5.97,18.9,0.36,336.84,56.39,49.63,330.4,3155.11,3.9,12.09,0.2,123.27,31.58,55.62,320.0,30.0,80.0,40.0,0.87203234,61.84,70.9148,6.193868,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_16x5_5MR
0.109,2000.0,0.06,0.01501,669.66,6394.81,6.6,10.31,0.24,256.71,38.9,67.15,724.59,6919.35,7.34,12.37,0.29,336.84,45.89,65.63,605.56,5782.67,5.78,9.08,0.2,182.54,31.58,68.84,320.0,30.0,80.0,40.0,0.7562724,41.24,54.53062,10.282776,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_11x4_7SF
0.109,2000.0,0.06,0.02214,652.25,6228.54,6.6,11.32,0.26,271.71,41.17,65.51,686.31,6553.82,7.14,14.35,0.3,336.84,47.15,63.91,577.2,5511.85,5.59,10.54,0.2,176.43,31.58,67.88,320.0,30.0,80.0,40.0,0.78479236,45.28,57.69679,9.715813,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_12x5_5MR
0.109,2000.0,0.06,0.01701,714.78,6825.64,6.6,9.86,0.21,217.84,33.01,71.28,793.42,7576.62,7.7,13.54,0.28,336.84,43.76,68.44,698.08,6666.13,6.41,10.37,0.2,202.47,31.58,71.54,320.0,30.0,80.0,40.0,0.76427233,39.44,51.60464,12.11754,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_11x5_5MR
0.109,2000.0,0.06,0.03602,509.09,4861.46,6.6,14.67,0.38,395.06,59.86,51.6,488.05,4660.5,6.18,15.49,0.35,336.84,54.52,52.74,372.69,3558.93,4.19,9.9,0.2,132.38,31.58,58.42,320.0,30.0,80.0,40.0,0.84031236,58.68,69.83118,6.6822586,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_15x5_5MR
0.109,2000.0,0.06,0.01501,782.59,7473.16,6.6,8.05,0.15,159.41,24.15,77.0,965.09,9215.97,8.62,14.4,0.25,336.84,39.06,74.07,887.53,8475.26,7.7,11.67,0.2,243.28,31.58,75.7,320.0,30.0,80.0,40.0,0.7562724,32.2,42.577255,16.563147,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_10x4_5MR
0.109,2000.0,0.06,0.045,619.06,5911.62,6.6,14.06,0.29,300.3,45.5,62.35,640.52,6116.51,6.91,19.56,0.31,336.84,48.72,61.68,513.07,4899.42,5.15,10.06,0.2,162.62,31.58,65.47,320.0,30.0,80.0,40.0,0.8762324,56.24,64.18389,8.791209,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_15x4E
0.109,2000.0,0.06,0.01501,700.78,6691.97,6.6,10.02,0.22,229.9,34.83,70.02,787.59,7520.9,7.67,14.31,0.28,336.84,43.93,68.22,666.52,6364.78,6.2,10.95,0.2,195.67,31.58,70.68,320.0,30.0,80.0,40.0,0.7562724,40.08,52.99678,11.484352,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1400,apc_propellers_11x3_8SF
0.109,2000.0,0.108,0.02495,606.27,5789.48,6.6,19.43,0.53,474.41,71.88,71.17,724.75,6920.88,8.28,28.41,0.75,842.11,101.71,68.36,542.32,5178.81,5.75,20.84,0.42,332.64,57.89,72.65,800.0,55.0,80.0,40.0,0.98803234,77.72,78.66139,5.5648303,Turnigynano-tech2000mAh2040C,t_motor_AT2814KV1200,apc_propellers_14x4_7SF
0.109,2000.0,0.108,0.06101,508.57,4856.45,6.6,27.01,0.77,682.17,103.36,60.19,540.76,5163.88,7.19,40.92,0.87,842.11,117.05,58.85,381.82,3646.13,4.47,18.28,0.42,258.7,57.89,65.77,800.0,55.0,80.0,40.0,1.1322724,108.04,95.41874,3.8699691,Turnigynano-tech2000mAh2040C,t_motor_AT2814KV1200,apc_propellers_18x5_5MR
0.109,2000.0,0.108,0.05502,654.02,6245.43,6.6,19.51,0.41,372.88,56.5,76.21,840.18,8023.09,9.0,40.41,0.69,842.11,93.59,72.8,662.18,6323.32,6.7,24.53,0.42,387.86,57.89,76.08,800.0,55.0,80.0,40.0,1.1083124,78.04,70.41336,7.079646,Turnigynano-tech2000mAh2040C,t_motor_AT2814KV1200,apc_propellers_16x4E
0.109,2000.0,0.108,0.04395,569.69,5440.15,6.6,22.67,0.62,552.19,83.67,67.13,641.37,6124.59,7.78,37.39,0.8,842.11,108.27,64.47,479.36,4577.54,5.24,19.18,0.42,303.64,57.89,70.35,800.0,55.0,80.0,40.0,1.0640323,90.68,85.22297,4.780686,Turnigynano-tech2000mAh2040C,t_motor_AT2814KV1200,apc_propellers_16x5_5MR
0.109,2000.0,0.108,0.03602,597.64,5707.05,6.6,20.4,0.55,492.76,74.66,70.23,691.88,6606.95,8.08,30.66,0.77,842.11,104.22,66.9,533.61,5095.59,5.68,22.4,0.42,328.63,57.89,72.36,800.0,55.0,80.0,40.0,1.0323124,81.6,79.045845,5.357621,Turnigynano-tech2000mAh2040C,t_motor_AT2814KV1200,apc_propellers_15x5_5MR
0.109,2000.0,0.11,0.01796,594.7,5679.0,6.6,3.13,0.06,46.32,7.02,76.25,1374.87,13129.03,16.08,19.0,0.35,582.11,36.19,87.14,1414.24,13505.03,16.62,19.0,0.38,647.11,38.95,87.02,553.0,37.0,80.0,40.0,0.96807235,12.52,12.932918,56.980057,Turnigynano-tech2000mAh2040C,t_motor_AS2814KV900,apc_propellers_9x4_5E
0.109,2000.0,0.11,0.01107,594.34,5675.56,6.6,3.15,0.06,46.93,7.11,76.45,1341.18,12807.35,15.76,16.53,0.36,582.11,36.94,86.84,1365.71,13041.59,16.1,19.14,0.38,627.06,38.95,86.72,553.0,37.0,80.0,40.0,0.94051236,12.6,13.396954,56.25879,Turnigynano-tech2000mAh2040C,t_motor_AS2814KV900,apc_propellers_9x4_5MR
0.109,2000.0,0.06,0.00313,781.13,7459.25,6.6,0.51,0.01,10.53,1.6,43.17,3236.84,30909.57,27.82,8.76,0.1,368.42,13.24,90.08,3969.79,37908.74,34.84,17.63,0.2,916.82,26.32,91.4,350.0,25.0,80.0,40.0,0.70875233,2.04,2.8782973,250.0,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_5x3E
0.109,2000.0,0.06,0.01193,649.7,6204.2,6.6,6.24,0.13,111.63,16.91,77.42,939.97,8976.01,10.34,13.16,0.27,368.42,35.62,73.57,810.75,7742.14,8.61,10.39,0.2,226.51,26.32,75.56,350.0,25.0,80.0,40.0,0.74395233,24.96,33.550537,23.654642,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_10x3_8SF
0.109,2000.0,0.06,0.01787,540.27,5159.17,6.6,9.1,0.23,195.8,29.67,65.92,651.46,6221.01,8.5,16.75,0.33,368.42,43.35,62.34,508.81,4858.82,6.1,8.53,0.2,160.53,26.32,66.91,350.0,25.0,80.0,40.0,0.76771235,36.4,47.413593,13.481631,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_12x4_7SF
0.109,2000.0,0.06,0.00708,719.65,6872.17,6.6,3.5,0.06,57.82,8.76,81.3,1295.41,12370.24,12.81,12.5,0.22,368.42,28.77,81.38,1247.28,11910.64,12.23,10.66,0.2,321.9,26.32,81.79,350.0,25.0,80.0,40.0,0.72455233,14.0,19.322275,45.6621,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_8x3_8SF
0.109,2000.0,0.06,0.00907,687.9,6568.93,6.6,4.85,0.09,82.25,12.46,80.33,1100.2,10506.09,11.43,13.59,0.25,368.42,32.23,77.7,1002.67,9574.78,10.2,11.23,0.2,268.44,26.32,78.84,350.0,25.0,80.0,40.0,0.73251235,19.4,26.484196,32.10273,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_9x3_8SF
0.109,2000.0,0.06,0.00399,778.64,7435.42,6.6,0.53,0.01,12.45,1.89,51.5,2959.27,28258.98,25.6,8.04,0.11,368.42,14.39,90.03,3721.5,35537.72,32.78,14.54,0.2,862.56,26.32,91.07,350.0,25.0,80.0,40.0,0.71219236,2.12,2.976724,211.64021,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_5x5E
0.109,2000.0,0.06,0.02,671.59,6413.24,6.6,5.6,0.11,94.79,14.36,79.23,1027.48,9811.73,10.93,13.61,0.26,368.42,33.7,75.97,934.21,8921.03,9.63,11.03,0.2,253.48,26.32,77.8,350.0,25.0,80.0,40.0,0.77623236,22.4,28.857338,27.855154,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_10x5E
0.109,2000.0,0.06,0.00708,708.4,6764.7,6.6,3.67,0.07,66.48,10.07,81.21,1181.66,11284.0,12.0,15.69,0.24,368.42,30.7,79.39,1120.39,10698.92,11.18,15.69,0.2,294.17,26.32,80.4,350.0,25.0,80.0,40.0,0.72455233,14.68,20.260786,39.721947,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_8x4_7SF
0.109,2000.0,0.06,0.01501,653.18,6237.43,6.6,5.99,0.12,108.95,16.51,77.73,930.56,8886.22,10.28,12.48,0.28,368.42,35.84,73.29,843.78,8057.5,8.88,12.47,0.2,233.72,26.32,76.21,350.0,25.0,80.0,40.0,0.7562724,23.96,31.681707,24.227741,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_10x5_5MR
0.109,2000.0,0.06,0.02998,605.78,5784.78,6.6,8.69,0.17,145.41,22.03,73.12,805.66,7693.46,9.46,16.61,0.3,368.42,38.93,69.07,664.93,6349.6,7.4,12.69,0.2,194.64,26.32,72.11,350.0,25.0,80.0,40.0,0.81615233,34.76,42.590088,18.157059,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_13x4E
0.109,2000.0,0.06,0.02214,595.41,5685.71,6.6,8.54,0.18,153.39,23.24,72.03,768.08,7334.66,9.22,16.89,0.31,368.42,39.94,67.6,635.09,6064.63,7.15,12.92,0.2,188.12,26.32,71.26,350.0,25.0,80.0,40.0,0.78479236,34.16,43.52744,17.211704,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_12x4_5MR
0.109,2000.0,0.06,0.00513,771.22,7364.57,6.6,1.06,0.01,18.16,2.75,65.48,2362.35,22558.8,20.87,10.3,0.13,368.42,17.65,89.21,2690.95,25696.69,24.22,13.16,0.2,637.37,26.32,89.12,350.0,25.0,80.0,40.0,0.71675235,4.24,5.9155717,145.45454,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_6x4E
0.109,2000.0,0.06,0.05502,511.92,4888.43,6.6,11.79,0.25,217.61,32.97,62.66,600.71,5736.35,8.19,17.74,0.35,368.42,44.97,59.68,453.36,4329.26,5.64,12.29,0.2,148.41,26.32,64.48,350.0,25.0,80.0,40.0,0.91631234,47.16,51.467167,12.132241,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_16x4E
0.109,2000.0,0.06,0.01193,632.15,6036.59,6.6,6.58,0.14,125.13,18.96,75.78,861.42,8225.95,9.82,14.62,0.29,368.42,37.5,71.07,735.91,7027.41,7.99,11.55,0.2,210.15,26.32,73.92,350.0,25.0,80.0,40.0,0.74395233,26.32,35.37861,21.097046,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_10x4_7SF
0.109,2000.0,0.06,0.01787,566.25,5407.31,6.6,8.85,0.2,175.81,26.64,68.85,712.29,6801.91,8.87,14.79,0.32,368.42,41.52,65.22,562.65,5372.89,6.55,10.9,0.2,172.29,26.32,68.94,350.0,25.0,80.0,40.0,0.76771235,35.4,46.11102,15.015015,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_12x3_8SF
0.109,2000.0,0.06,0.00313,783.3,7479.94,6.6,0.27,0.0,8.86,1.34,32.9,3845.37,36720.54,32.73,6.61,0.08,368.42,11.26,89.8,5415.44,51713.67,46.84,0.0,0.2,1232.72,26.32,92.73,350.0,25.0,80.0,40.0,0.70875233,1.08,1.5238044,298.50748,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_4_1x4_1E
0.109,2000.0,0.06,0.02399,542.88,5184.16,6.6,9.79,0.22,193.79,29.36,66.22,645.61,6165.11,8.46,17.85,0.34,368.42,43.53,62.05,514.87,4916.64,6.15,9.16,0.2,161.85,26.32,67.15,350.0,25.0,80.0,40.0,0.79219234,39.16,49.432438,13.623979,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_13x5_5MR
0.109,2000.0,0.06,0.00907,673.0,6426.72,6.6,5.12,0.1,93.7,14.2,79.34,997.85,9528.76,10.73,12.4,0.26,368.42,34.33,75.2,898.8,8582.87,9.34,10.04,0.2,245.75,26.32,77.2,350.0,25.0,80.0,40.0,0.73251235,20.48,27.958572,28.169014,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_9x4_7SF
0.109,2000.0,0.06,0.01701,634.51,6059.14,6.6,7.15,0.14,123.31,18.68,76.01,874.88,8354.46,9.91,15.8,0.29,368.42,37.17,71.52,756.42,7223.31,8.16,12.48,0.2,214.64,26.32,74.39,350.0,25.0,80.0,40.0,0.76427233,28.6,37.421215,21.413277,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_11x4_5MR
0.109,2000.0,0.06,0.01796,702.49,6708.28,6.6,4.37,0.08,71.02,10.76,81.03,1182.8,11294.93,12.01,16.4,0.23,368.42,30.68,79.41,1113.34,10631.59,11.12,11.75,0.2,292.63,26.32,80.31,350.0,25.0,80.0,40.0,0.76807237,17.48,22.758272,37.17472,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_9x4_5E
0.109,2000.0,0.06,0.01107,701.26,6696.58,6.6,4.39,0.08,71.96,10.9,80.99,1169.47,11167.63,11.91,14.09,0.24,368.42,30.92,79.15,1106.44,10565.7,11.06,11.84,0.2,291.12,26.32,80.23,350.0,25.0,80.0,40.0,0.7405124,17.56,23.713312,36.697247,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_9x4_5MR
0.109,2000.0,0.06,0.03007,501.07,4784.85,6.6,10.87,0.26,225.95,34.24,61.39,571.44,5456.86,8.02,17.07,0.36,368.42,45.95,58.02,439.07,4192.76,5.52,11.84,0.2,145.29,26.32,63.79,350.0,25.0,80.0,40.0,0.81651235,43.48,53.250877,11.682243,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_14x5_5MR
0.109,2000.0,0.06,0.02409,564.93,5394.71,6.6,9.6,0.2,176.83,26.79,68.7,701.07,6694.75,8.8,16.19,0.32,368.42,41.85,64.71,559.85,5346.15,6.52,11.87,0.2,171.68,26.32,68.84,350.0,25.0,80.0,40.0,0.79259235,38.4,48.448612,14.930944,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_13x4_5MR
0.109,2000.0,0.06,0.02214,574.65,5487.48,6.6,8.75,0.2,169.36,25.66,69.78,705.94,6741.18,8.83,14.25,0.32,368.42,41.71,64.94,582.11,5558.7,6.71,10.46,0.2,176.54,26.32,69.6,350.0,25.0,80.0,40.0,0.78479236,35.0,44.597782,15.588465,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_12x5_5MR
0.109,2000.0,0.06,0.01701,617.77,5899.31,6.6,7.35,0.16,136.18,20.63,74.35,813.87,7771.87,9.52,13.52,0.3,368.42,38.71,69.37,704.28,6725.37,7.72,10.35,0.2,203.24,26.32,73.15,350.0,25.0,80.0,40.0,0.76427233,29.4,38.46796,19.389238,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_11x5_5MR
0.109,2000.0,0.06,0.00907,730.18,6972.74,6.6,3.06,0.05,49.72,7.53,80.96,1413.62,13499.07,13.66,12.34,0.21,368.42,26.97,83.08,1403.34,13400.88,13.53,12.34,0.2,356.0,26.32,83.21,350.0,25.0,80.0,40.0,0.73251235,12.24,16.709616,53.12085,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_8x4_5MR
0.109,2000.0,0.06,0.01501,667.52,6374.35,6.6,5.84,0.11,97.92,14.84,78.92,992.54,9478.05,10.7,14.37,0.26,368.42,34.44,75.05,893.39,8531.28,9.29,11.64,0.2,244.57,26.32,77.11,350.0,25.0,80.0,40.0,0.7562724,23.36,30.888344,26.954178,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_10x4_5MR
0.109,2000.0,0.06,0.00798,753.78,7198.02,6.6,2.0,0.03,31.57,4.78,77.1,1744.94,16662.91,16.12,11.14,0.17,368.42,22.86,86.38,1823.1,17409.35,17.01,12.49,0.2,447.73,26.32,85.95,350.0,25.0,80.0,40.0,0.72815233,8.0,10.9867115,83.68201,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_7x4E
0.109,2000.0,0.06,0.00513,751.2,7173.43,6.6,2.05,0.03,33.55,5.08,77.88,1707.01,16300.75,15.83,11.5,0.18,368.42,23.27,86.09,1771.97,16921.02,16.59,11.51,0.2,436.55,26.32,85.68,350.0,25.0,80.0,40.0,0.71675235,8.2,11.440493,78.74016,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_7x4SF
0.109,2000.0,0.06,0.045,545.48,5208.96,6.6,10.84,0.22,191.79,29.06,66.52,663.87,6339.45,8.57,19.61,0.33,368.42,42.97,62.95,517.98,4946.36,6.18,10.06,0.2,162.53,26.32,67.27,350.0,25.0,80.0,40.0,0.8762324,43.36,49.484592,13.764625,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_15x4E
0.109,2000.0,0.06,0.01501,608.67,5812.41,6.6,7.56,0.16,143.18,21.69,73.42,815.69,7789.29,9.53,14.31,0.3,368.42,38.67,69.44,672.18,6418.88,7.46,10.98,0.2,196.23,26.32,72.31,350.0,25.0,80.0,40.0,0.7562724,30.24,39.985596,18.441679,Turnigynano-tech2000mAh2040C,t_motor_AT2312KV1150,apc_propellers_11x3_8SF
0.109,2000.0,0.125,0.00313,353.41,3374.83,6.6,0.1,0.0,2.51,0.38,16.73,3698.34,35316.59,69.57,11.78,0.14,560.0,8.05,94.49,4634.46,44255.84,89.05,18.41,0.44,2249.78,25.26,95.07,532.0,24.0,80.0,40.0,0.9687524,0.4,0.41290224,1052.6316,Turnigynano-tech2000mAh2040C,kde_direct_KDE2814XF_515,apc_propellers_5x3E
